Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.07843137,18.64864865,12.12984055,3.961401727,7.962872496,5.882352941,7.307692308,8.203902828,2.547142662,1.185789988,7.046872207,1.991988362,1.238039283,7.616589704,-2.971256987,-3.273646887,1.975547287,7.911564672,1.214348832,1.050606636,1.800225854,-0.090707754,-10.51974761,-3.685029581,3.44605475,-1.369863014,4.198232323,0.84822781,-0.450585761,-0.211225106,1.330511037,
Aruba,ABW,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,981607427.2,1139434504,1351923641,1515909823,1575961101,1701452874,1801538337,1933189215,2091786180,2145066958,2170502948,2323455517,2369738480,2399076773,2581804608,2505092558,2423084673,2470953857,2666444969,2698824913,2727178946,2776274327,2773756031,2481963897,2390502793,2472880828,2439005749,2541400876,2562957745,2551409423,2546020205,2579895285,
Aruba,ABW,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1369147940,1561128328,1715649128,1938533677,2229781973,2363650000,2470130000,2742180000,2980530000,3083810000,3353480000,3437000000,3475000000,3618000000,3989000000,4172000000,4340000000,4681000000,4914000000,4473000000,4279000000,4564000000,4537000000,4621000000,4743000000,4818000000,4738000000,4834000000,
Aruba,ABW,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,725779516.6,872808399.4,1067598257,1244594810,1369147940,1561128328,1715649128,1938533677,2229781973,2363650000,2470130000,2742180000,2980530000,3083810000,3353480000,3437000000,3475000000,3618000000,3989000000,4172000000,4340000000,4681000000,4914000000,4473000000,4279000000,4564000000,4537000000,4621000000,4743000000,4818000000,4738000000,4834000000,
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,405463417.1,487602457.7,596423607.1,695304363,764887117.2,872138730.8,958463200.2,1082979708,1245688253,1320474860,1379960894,1531944134,1665100559,1722798883,1873452514,1920111732,1941340782,2021229050,2228491620,2330726257,2424581006,2615083799,2745251397,2498882682,2390502793,2549720670,2534636872,2581564246,2649720670,2691620112,2646927374,2700558659,
Aruba,ABW,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,56.92388366,58.9735405,60.79716724,63.20948755,66.88558572,70.63929086,73.31833882,77.20165977,82.06779437,84.83400415,87.61673822,90.86345529,96.83240708,98.96260467,100,105.6290579,110.411388,112.7279419,115.1752231,119.0137776,122.5190851,129.8087342,136.3937731,138.7493922,137.8099839,142.0921544,143.2133838,139.9878825,142.4752178,145.3832227,143.2718476,144.2554461,
Afghanistan,AFG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1044.950373,1083.749469,1051.039528,1124.684306,1147.291911,1270.430271,1287.534365,1523.302341,1693.770199,1649.150373,1799.585351,1838.406701,1829.327005,1802.04952,1793.886474,1796.392531,
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.9325057,909.6460996,906.4487731,1001.172169,1052.673989,1196.679103,1236.580511,1474.128696,1659.112751,1649.150373,1834.098535,1906.545896,1933.021141,1924.559715,1936.792072,1976.363239,
Afghanistan,AFG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8287.686963,8595.409478,8335.981129,8920.070941,9099.375873,10076.00807,10211.66367,12081.58136,13433.59222,13079.70445,14272.83097,14580.72999,14508.71731,14292.37473,14227.63217,14247.50815,
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.713008423,-3.01821978,7.006851412,2.010128995,10.73295811,1.346322865,18.31158707,11.19067791,-2.634349459,9.121968479,2.157238645,-0.493889435,-1.491121322,-0.452986753,0.139699835,
Afghanistan,AFG,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.6333385,352.243953,341.6124563,365.5487336,372.8967347,412.919585,418.4788158,495.1089285,550.514974,536.0124857,584.9073757,597.5252237,594.5741097,585.7082884,583.0551074,583.8696345,
Afghanistan,AFG,GDP per capita (current LCU),NY.GDP.PCAP.CN,2689.979693,2694.516876,2632.179322,3545.224112,3699.379974,4558.071207,6205.471285,7259.490004,5827.799423,5840.934363,7073.434008,7216.7776,6125.265647,6484.964352,7872.391724,8458.902181,8956.177773,10170.24047,11217.93238,12144.26241,12122.24587,13191.40557,,,,,,,,,,,,,,,,,,,,,8287.686963,9597.224929,10356.65484,12291.71986,13441.56165,18237.32387,18870.31119,21842.76807,25213.58581,28622.93424,33514.53327,35888.72396,35913.93759,36244.32626,37921.21043,38713.81813,
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,59.77732651,59.87815281,58.49287383,78.78275804,82.20844386,101.2904713,137.8993619,161.3220001,129.5066538,129.7985414,157.1874224,160.3728356,136.1170144,144.1103189,174.9420383,187.975604,199.0261727,226.0053438,249.2873863,277.9007417,274.8808587,266.4930418,,,,,,,,,,,,,,,,,,,,,184.4947121,195.7766303,216.7081289,247.66414,269.229693,366.2304432,370.382294,444.1844041,550.514974,599.2976298,648.5110696,647.9664605,625.3395388,590.0764738,549.5827599,550.0684588,
Afghanistan,AFG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22967928744,24996520016,25350000300,28196733046,29707345737,33814778286,35142002863,42659062968,48785945914,48993947132,55241795924,58335747860,59925130607,60794832810,62168987051,63825972119,
Afghanistan,AFG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18901250260,20980851749,21862618924,25100185225,27257361303,31851758766,33751266804,41281987928,47787701632,48993947132,56301245699,60497919532,63321945207,64927897266,67121528010,70220345964,
Afghanistan,AFG,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82163E+11,1.98252E+11,2.01055E+11,2.23633E+11,2.35614E+11,2.68191E+11,2.78717E+11,3.38337E+11,3.8693E+11,3.8858E+11,4.38132E+11,4.62671E+11,4.75277E+11,4.82175E+11,4.93073E+11,5.06215E+11,
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.832277804,1.41411798,11.22971484,5.357403248,13.82631954,3.924983823,21.39052841,14.36244146,0.426354793,12.75228708,5.600744661,2.724543365,1.451314655,2.260314205,2.665292046,
Afghanistan,AFG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7465114629,8124454292,8239343661,9164598459,9655582954,10990594707,11421973771,13865194315,15856574731,15924179998,17954877147,18960483970,19477070578,19759744157,20206376461,20744935406,
Afghanistan,AFG,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82163E+11,2.21359E+11,2.49792E+11,3.08163E+11,3.48048E+11,4.85419E+11,5.15047E+11,6.11692E+11,7.26231E+11,8.50347E+11,1.02879E+12,1.13881E+12,1.17647E+12,1.22276E+12,1.3142E+12,1.37551E+12,
Afghanistan,AFG,GDP (current LCU),NY.GDP.MKTP.CN,24200001500,24700000300,24600000500,33800003600,36000002000,45299998700,62999998500,75300003800,61800001500,63400001500,78699896800,82399903700,71799996400,77999996900,96999997400,1.065E+11,1.15E+11,1.329E+11,1.485E+11,1.616E+11,1.606E+11,1.722E+11,,,,,,,,,,,,,,,,,,,,,1.82163E+11,2.21359E+11,2.49792E+11,3.08163E+11,3.48048E+11,4.85419E+11,5.15047E+11,6.11692E+11,7.26231E+11,8.50347E+11,1.02879E+12,1.13881E+12,1.17647E+12,1.22276E+12,1.3142E+12,1.37551E+12,
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.1,548888895.6,546666677.8,751111191.1,800000044.4,1006666638,1399999967,1673333418,1373333367,1408888922,1748886596,1831108971,1595555476,1733333264,2155555498,2366666616,2555555567,2953333418,3300000109,3697940410,3641723322,3478787909,,,,,,,,,,,,,,,,,,,,,4055179566,4515558808,5226778809,6209137625,6971285595,9747879532,10109225814,12439087077,15856574731,17804292964,19907317066,20561069558,20484885120,19907111419,19046357714,19543976895,
Afghanistan,AFG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,111.6552382,124.2403826,137.7984541,147.7196001,180.9975115,184.791742,180.7939492,187.6905701,218.8347171,234.8134952,246.1380464,247.5335126,253.5920513,266.5321256,271.7234321,
Angola,AGO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4634.856841,4538.366674,4136.684168,3042.422055,2985.702419,3330.641724,3675.303916,3836.388351,3908.766824,3882.489994,3881.5566,3915.648083,4301.471102,4276.582918,4578.40161,5081.488828,5469.704874,6017.641547,6455.397306,6282.693748,6356.934991,6346.944372,6648.205057,6735.461021,6818.446016,6650.838253,6264.680082,6051.579368,
Angola,AGO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2994.948443,3030.210421,2824.97352,2127.127244,2131.895543,2427.795665,2727.936456,2896.233888,2982.899676,3008.188118,3075.900376,3173.628204,3539.856932,3589.553751,3948.554181,4523.442861,5018.614699,5668.304706,6199.926557,6079.882431,6226.861178,6346.944372,6775.707055,6985.10594,7204.944915,7102.987587,6763.740564,6657.853891,
Angola,AGO,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,46346.6483,42799.53582,41291.39711,41511.93536,42522.27504,42634.44291,42617.52896,43182.23188,44651.8546,43487.24975,40799.52229,39950.14272,36414.2289,26781.70453,26282.41531,29318.83247,32352.81027,33770.79754,34407.92772,34176.61915,34168.4027,34468.50177,37864.80837,37645.72371,40302.56056,44731.1155,48148.48734,52971.84117,56825.2991,55305.0315,55958.55919,55870.61419,58522.53904,59290.63216,60021.12897,58545.71842,55146.46156,53270.58759,
Angola,AGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-7.653439052,-3.523726811,0.534102177,2.433853481,0.263786141,-0.03967203,1.325048476,3.403304222,-2.608189201,-6.180495375,-2.08183704,-8.850816497,-26.45263861,-1.864292147,11.55303698,10.34822176,4.382887478,1.886630523,-0.672253718,-0.024041122,0.878294114,9.853362978,-0.578597022,7.057473161,10.98827192,7.639809108,10.0176643,7.274540302,-2.675335855,1.181678531,-0.157160936,4.746546799,1.312474018,1.232061094,-2.458151946,-5.806157907,-3.401621646,
Angola,AGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,2969.960376,2742.656269,2646.012555,2660.144965,2724.888996,2732.076876,2730.993005,2767.179987,2861.35554,2786.725974,2614.492504,2560.063031,2333.47655,1716.210431,1684.215255,1878.793266,2073.214959,2164.081638,2204.909863,2190.087274,2189.560753,2208.791536,2426.431783,2412.392521,2582.646476,2866.434694,3085.424833,3394.512335,3641.447502,3544.026552,3585.905553,3580.26991,3750.209097,3799.429617,3846.240911,3751.694465,3533.86516,3413.656438,
Angola,AGO,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,1.99E-05,1.80E-05,1.73E-05,1.74E-05,1.78E-05,2.13E-05,1.94E-05,2.16E-05,2.28E-05,2.58E-05,2.76E-05,5.58E-05,0.000293021,0.002193419,0.048991059,1.052302636,56.90483851,116.0969717,164.8444001,1076.567518,5575.48347,11606.17752,37864.80911,73005.16926,104293.4936,164804.7604,207762.2694,238423.1654,305309.2881,247337.1523,329565.1599,433590.5881,487124.5124,507532.5407,532080.6482,500740.8063,574369.1907,680303.6801,
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,664.1175602,600.4087655,579.2520009,582.4201265,596.6024672,711.9927001,647.5633537,720.5989385,761.6184577,862.5090577,922.55017,844.6911343,640.6222979,430.3815953,320.657792,388.1667663,512.6209659,506.8849522,419.6398453,385.7688535,555.2969419,526.168743,869.851485,978.5389339,1248.404906,1890.849727,2585.133522,3108.268643,4068.978456,3117.896944,3585.905553,4615.867475,5102.489969,5258.407376,5412.692348,4170.730358,3509.604211,4100.289786,
Angola,AGO,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56412886583,56972140976,53645947449,40779815939,41326005883,47524906777,53961855875,57887190932,60602763831,61924806901,63816377060,66500492956,75588241852,77848216913,86374824499,99356023731,1.10829E+11,1.26357E+11,1.40466E+11,1.41672E+11,1.48556E+11,1.53714E+11,1.66844E+11,1.75111E+11,1.83556E+11,1.85288E+11,1.80507E+11,1.80241E+11,
Angola,AGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36452838272,38039582895,36635231217,28511447768,29508207909,34642201775,40052337783,43701218107,46247825134,47979896568,50570644309,53898571974,62204663376,65341971480,74492301785,88444806524,1.01689E+11,1.19021E+11,1.34907E+11,1.37099E+11,1.45516E+11,1.53714E+11,1.70044E+11,1.81601E+11,1.9396E+11,1.97884E+11,1.94887E+11,1.98299E+11,
Angola,AGO,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,4.13871E+11,3.95661E+11,3.95661E+11,4.12278E+11,4.37015E+11,4.52311E+11,4.65428E+11,4.8443E+11,5.1412E+11,5.14334E+11,4.96589E+11,5.01512E+11,4.72232E+11,3.58975E+11,3.63783E+11,4.1835E+11,4.75013E+11,5.09567E+11,5.33471E+11,5.45109E+11,5.6176E+11,5.85388E+11,6.65385E+11,6.85279E+11,7.60337E+11,8.74607E+11,9.75604E+11,1.11229E+12,1.23649E+12,1.2471E+12,1.3077E+12,1.35311E+12,1.46869E+12,1.54146E+12,1.6158E+12,1.63104E+12,1.58896E+12,1.58662E+12,
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-4.400001219,0,4.200001428,6.000002164,3.49999949,2.900001743,4.082748636,6.128890476,0.041621462,-3.450098684,0.991359292,-5.838280729,-23.98341743,1.339363437,15.00000003,13.54436975,7.274277345,4.691146445,2.181489732,3.054624234,4.205998554,13.66568651,2.989850016,10.95286177,15.02891532,11.54768318,14.01001824,11.16613833,0.858712613,4.859219584,3.471981378,8.542147334,4.954590476,4.822625551,0.943575613,-2.580097243,-0.147207422,
Angola,AGO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,26521449165,25354505078,25354505078,26419394654,28004558905,28984718323,29825275660,31042966695,32945556124,32959268546,31822141256,32137613010,30261328943,23003628103,23311730287,26808489837,30439530825,32653786720,34185623675,34931379545,35998401930,37512494194,42638834054,43913671240,48723474948,56046084739,62518109041,71276907518,79235785611,79916193296,83799496612,86708999529,94115810021,98778862980,1.03543E+11,1.0452E+11,1.01823E+11,1.01673E+11,
Angola,AGO,GDP: linked series (current LCU),NY.GDP.MKTP.CN.AD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.6360499,411.485075,857.3507791,4654.189944,36008.73272,830527.9476,18390541.65,1023300821,2145563192,3130310173,21030814612,1.12271E+11,2.41419E+11,6.65385E+11,1.32894E+12,1.96757E+12,3.22235E+12,4.20976E+12,5.00634E+12,6.64335E+12,5.57734E+12,7.70165E+12,1.05009E+13,1.22249E+13,1.3195E+13,1.43239E+13,1.39503E+13,1.65496E+13,2.02623E+13,
Angola,AGO,GDP (current LCU),NY.GDP.MKTP.CN,,,,,,,,,,,,,,,,,,,,,177.4288007,166.0593515,166.0593515,173.0559319,183.441471,226.0025289,211.5961353,241.8694506,262.3759764,305.2168833,335.9646477,700,3800,29400,678100,15015300,835493000,1751785000,2555800000,17171000000,91666100000,1.97111E+11,6.65385E+11,1.32894E+12,1.96757E+12,3.22235E+12,4.20976E+12,5.00634E+12,6.64335E+12,5.57734E+12,7.70165E+12,1.05009E+13,1.22249E+13,1.3195E+13,1.43239E+13,1.39503E+13,1.65496E+13,2.02623E+13,
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,5930503401,5550483036,5550483036,5784341596,6131475065,7553560459,7072063345,8083872012,8769250550,10201099040,11228764963,10603784541,8307810974,5768720422,4438321017,5538749260,7526446606,7648377413,6506229607,6152922943,9129594819,8936063723,15285594828,17812705294,23552052408,36970918699,52381006892,65266452081,88538611205,70307163678,83799496612,1.1179E+11,1.28053E+11,1.3671E+11,1.45712E+11,1.16194E+11,1.01124E+11,1.22124E+11,
Angola,AGO,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,4.29E-08,4.20E-08,4.20E-08,4.20E-08,4.20E-08,5.00E-08,4.55E-08,4.99E-08,5.10E-08,5.93E-08,6.77E-08,1.40E-07,8.05E-07,8.19E-06,0.000186402,0.00358917,0.175888394,0.343779182,0.479088428,3.150011748,16.31765909,33.67183637,100.000002,193.9268583,258.7763461,368.4342735,431.503212,450.0941634,537.2770455,447.2235991,588.9450421,776.0619681,832.3707761,856.0079766,886.4889038,855.2987645,1041.534079,1277.071853,
Albania,ALB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4558.348595,3228.985019,3014.725114,3324.361083,3622.452465,4129.669137,4533.558231,4063.830777,4450.588166,5056.191286,5442.172335,5948.895901,6237.653024,6607.270093,7000.527022,7425.562377,7913.440175,8450.28358,9154.028831,9524.659119,9927.18654,10207.75352,10369.81534,10492.71975,10700.57319,10970.02479,11355.6616,11802.06261,
Albania,ALB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2608.913231,1909.581994,1823.512777,2058.644109,2290.979335,2666.235743,2980.43233,2717.351109,3021.012132,3471.664873,3861.341965,4301.326333,4661.406337,4994.533295,5422.777931,5865.299606,6559.738866,7276.34725,8228.364871,8814.834988,9628.006807,10207.75352,10526.25533,10571.00749,11259.28982,11662.04493,11890.55389,12943.4455,
Albania,ALB,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,114985.0655,119180.4664,120128.9523,118907.4785,114974.617,114640.5061,118784.3655,115518.3937,111749.5803,119486.6936,106118.6354,75170.96969,70182.98595,77391.33033,84330.91603,96138.95132,105541.5142,94606.23026,103609.966,117708.4439,126694.1064,138490.6622,145212.9458,153817.6539,162972.6993,172867.5485,184225.3736,196723.1211,213106.3538,221734.6497,231105.5128,237637.1293,241409.9385,244271.1608,249110.0015,255382.8514,264360.4999,274752.743,
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.648648547,0.795840071,-1.016802172,-3.307497203,-0.290595348,3.614655544,-2.74949638,-3.262522334,6.923617284,-11.1879053,-29.16327149,-6.635518685,10.27078613,8.96687739,14.00202422,9.780180454,-10.36112099,9.517064318,13.60726038,7.633830038,9.311053274,4.853961613,5.925579185,5.951882136,6.07147654,6.570247117,6.783944691,8.328066674,4.048821511,4.226160913,2.826248686,1.587634572,1.185213112,1.980930018,2.518104393,3.515368567,3.931087706,
Albania,ALB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,2037.122657,2111.450103,2128.253869,2106.613738,2036.937547,2031.018301,2104.432617,2046.571318,1979.801472,2116.875349,1880.04134,1331.75978,1243.390611,1371.096601,1494.041152,1703.237156,1869.816823,1676.08284,1835.596722,2085.371147,2244.564836,2453.557464,2572.652201,2725.096745,2887.291291,3062.592504,3263.8124,3485.227628,3775.479709,3928.342143,4094.360204,4210.077005,4276.917643,4327.608232,4413.335122,4524.467508,4683.519217,4867.632465,
Albania,ALB,GDP per capita (current LCU),NY.GDP.PCAP.CN,,,,,,,,,,,,,,,,,,,,,5610.773515,5691.064307,5735.339646,5676.071393,5486.778985,5490.049454,5550.987797,5398.347065,5222.194571,5583.964773,4937.843484,4846.852721,15070.44418,37485.43591,55488.64923,69579.15593,105541.5142,105239.653,123012.4052,142690.7936,162251.4144,184123.2505,200095.706,222968.296,243697.0154,267031.8683,291636.1882,325091.7419,366664.6988,390752.7159,425553.0599,447689.0536,459526.4586,466324.7316,482954.2308,497901.7275,512934.3511,540424.3042,
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,639.4847358,639.8659094,693.8734746,674.7933831,652.7743214,697.9955966,617.2304355,336.5869945,200.8522198,367.2792251,586.4163396,750.6044492,1009.977275,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.786584,2972.742924,3595.038057,4370.539925,4114.134899,4094.360204,4437.177794,4247.614342,4413.082887,4578.667934,3952.830781,4131.872341,4537.579056,
